eid	doctype	pubyear	source_id	volume	issue	page-start	page-end
60849102808	ar	2009	29593.0	48	1		
60849118650	ar	2009	24866.0	8	1	29	32
60949390009	ar	2008	1.2100156149E10	24	1	1	11
60950465655	re	2008	18491.0	50	1	1	33
60950570834	re	2008	26609.0	58	2	163	189
60950676861	ar	2008	27129.0	62	245	293	311
61149108063	ar	2009	5.800162233E9	43	1	18	29
61149179901	cp	2008	1.6300154746E10	8	3	371	375
61249511727	re	2008	5.700153989E9	172		479	487
61249674597	re	2008	15229.0	70	3	431	449
61349119282	ar	2009	20870.0	33	3-4	129	145
61349161871	ar	2009	17339.0	54	2	195	207
61449096577	re	2009	12366.0	75	2	169	177
61449100454	ar	2009	145675.0	7	4	307	324
61449200243	ar	2009	25349.0	407	8	2641	2649
61449239305	ar	2009	23723.0	21	1	19	32
61449395273	ar	2008	1.6600154707E10	66	2	91	93
61449423520	ar	2008	1.6600154707E10	66	3	164	166
61549106954	re	2008	28252.0	24	6	398	406
61549114670	ar	2009	21149.0	20	2	70	86
61549125969	ar	2008	21729.0	9			
61649086120	ar	2009	29419.0	289	3-4	236	243
61649102230	ar	2009	19543.0	30	4	289	307
61649109808	ar	2009	17407.0	24	2	204	210
61749092543	ar	2008	28428.0	113	4		
61849093145	re	2009	13866.0	88	2	195	203
61849117823	ar	2009	22109.0	44	4	206	215
61849128386	ar	2009	16603.0	57	3	243	250
61849158146	ar	2009	1.6800154719E10	4	1-2	125	134
61849174663	cp	2008	1.6800154702E10			311	314
61949429622	ar	2009	26761.0	629		83	91
62149085931	ar	2009	25786.0	17	6	2282	2289
62149142772	cp	2009	40067.0	7255			
62149152318	ar	2009	27562.0	38	2	226	234
62249146980	ar	2009	22944.0	17	1	58	90
62249163585	cp	2009	40067.0	7257			
62249215017	ar	2009	1.6900154701E10	12		97	108
62249216369	ar	2009	24640.0	32	7	1032	1043
62449265374	ar	2009	1.6900154701E10	12		23	33
62449279596	cp	2008	1.7100154724E10			46	52
62649104182	cp	2008	1.7200154726E10			215	220
62649144102	ar	2009	27433.0	26	1		
62649147345	cp	2008	1.7200154726E10			209	214
62649148887	ar	2009	14398.0	46	10	1997	2010
62649164169	ar	2009	14398.0	46	10	2093	2110
62749083874	ar	2009	145728.0	14 E	1	94	97
62849093716	ar	2009	1.7300154739E10	5	1	13	22
62949112552	cp	2008	1.7300154806E10			420	423
62949181396	cp	2008	1.7300154859E10			633	639
63049084640	ar	2009	31445.0	122	4	374	379
63049109019	ar	2009	14882.0	18	1	195	212
63049116033	ar	2009	27717.0	23	2	88	93
63149086736	ar	2009	1.1200153562E10	3	1		
63149112704	cp	2009	26761.0	643		169	179
63149158032	ar	2009	24392.0	40	3	468	489
63149182674	ar	2009	24392.0	40	3	421	443
63249135809	ar	2009	24603.0	56	3	450	458
63349105150	ar	2009	16728.0	91	1	40	46
63349106129	cp	2009	1.730015497E10				
63349111061	cp	2009	1.730015497E10				
63449124197	ar	2009	15849.0	16	1		
63549105314	ar	2009	13030.0	322	4-5	652	664
63649084192	cp	2009	1.7400154811E10			10	15
63649087154	cp	2009	1.7400154811E10			90	95
63649115940	cp	2009	1.7400154811E10			416	418
63749122140	ar	2009	28132.0	105	6		
63749125951	ar	2008	17391.0	56	9	4470	4485
63849203822	cp	2009	1.750015472E10			13	18
63849233166	ar	2008	25314.0	38	4	389	403
63849298988	ar	2009	29262.0	22	2	109	115
64049093248	ar	2009	21003.0	117	3	426	435
64049114180	ar	2009	20268.0	155	3	979	988
64049118018	ar	2008	145404.0	5	3	289	297
64049118376	ar	2008	145404.0	5	3	278	288
64249100581	ar	2009	12165.0	156	6	1347	1357
64249140496	ar	2009	23871.0	22	1	62	74
64349097099	ar	2009	5.100155056E9	11	2	133	146
64349114874	ar	2008	26098.0	19	7	954	966
64349116070	ar	2008	25033.0	57	5	702	715
64549090088	ar	2009	28812.0	34	1	29	33
64549096852	re	2009	29258.0	37	3	312	338
64549117342	ar	2009	17511.0	19	5	518	526
64549127018	ar	2009	16813.0	75	1	27	35
64549142439	ar	2009	28191.0	18	10	1480	1489
64549145786	ar	2009	16867.0	48	9	2012	2020
64549148412	ar	2009	14356.0	41	3	338	364
64549162004	ar	2009	24385.0	37	2	117	129
64849103289	ar	2009	27072.0	32	1	33	42
64849111136	ar	2008	27072.0	31	1		
64949134655	ar	2009	17486.0	55	1-3	9	12
65049088401	ar	2009	20931.0	15	1	71	77
65049088406	ar	2009	20013.0	17	1	25	49
65049089070	ar	2009	4.700152495E9	7	2	357	367
65049092208	ar	2009	23582.0	38	4	351	365
65149104290	ar	2009	1.1700154617E10	6			
65249085590	ar	2009	12415.0	16	1	73	89
65249090840	ar	2009	1.4200154737E10	2	1	1	17
65249121440	ar	2008	5.700153422E9	62	3	297	317
65249124831	ar	2008	2.000019508E10	6	1	80	81
65249138657	ar	2009	4.700152495E9	7	2	347	356
65249151429	ar	2008	28852.0	39	11	14	16
65349113665	ar	2009	144975.0	17	2	175	179
65349117667	ar	2009	5.800179613E9	4	3-4	137	147
65349133061	ar	2009	14398.0	46	13	2539	2546
65349148685	ar	2008	13601.0	19	9	696	707
65349165833	ar	2009	4.700152821E9	23	3	267	277
65349167339	ar	2009	4.700152821E9	23	3	393	404
65349178145	ar	2009	144975.0	17	2	180	184
65449129287	ar	2008	17391.0	56	9	4446	4457
65449148772	ar	2009	27122.0	22	2	107	112
65449150856	ar	2009	25259.0	17	3	422	432
65449158881	cp	2008	101510.0			812	820
65449173645	ar	2009	24531.0	29	3	599	608
65449180703	ar	2008	1.2100156819E10	1	3	155	163
65449187908	ar	2009	28567.0	21	11		
65549095500	ar	2009	38012.0	15	4	367	371
65549101410	ar	2008	130053.0	125			
65549107971	ar	2009	25229.0	35	2	103	108
65549125913	ar	2009	17620.0	109	5	1413	1426
65549163517	ar	2009	24095.0	347	11-12	627	630
65549170296	ar	2009	15503.0	23	2	193	202
65649085643	ar	2009	24169.0	86	5	621	622
65749146405	ar	2008	25313.0	17	4	57	73
65749229547	ar	2008	4.700152741E9	6	2	103	121
65749235956	ar	2008	4.700152404E9	17	1	21	36
65849172939	ar	2009	5.800224528E9	67	2	133	145
65849343520	ar	2009	94353.0	49	3	283	290
65849483637	ar	2008	1.2100156732E10	4	4	24	35
65949089851	ar	2009	14174.0	15		985	999
65949096083	ar	2009	16766.0	87	5	1185	1194
65949120725	re	2009	22982.0	14	2	85	88
66149102421	ar	2009	29605.0	212	10	1544	1552
66149103966	ar	2009	13675.0	52	5	124	127
66349090881	ar	2009	5.000153503E9	26	5	401	413
66349099293	ar	2009	29183.0	69	11	4800	4809
66349101690	ar	2009	26761.0	611		385	386
66349106271	ar	2009	26761.0	611		593	594
66349121440	ar	2009	26761.0	611		523	524
66349122015	ar	2009	26761.0	611		383	384
66449103016	ar	2009	14509.0	9	5		
66449104213	ar	2009	1.6600154707E10	67	2	108	110
66449106145	ar	2009	12802.0	107	2	195	206
66449132394	cp	2008	27028.0		179	181	188
66449133683	cp	2008	1.7700155704E10	325		277	291
66549108803	ar	2009	34037.0	85	2	363	377
66549117273	cp	2008	27028.0		178	1065	1072
66649092057	cp	2008	1.7700155815E10				
66749087451	ar	2009	30014.0	41	2	147	157
66749179305	ar	2009	1.0600153309E10	4	6		
66849103706	re	2009	28837.0	44	1	11	18
67049162732	cp	2008	7.600153125E9			1139	1144
67149119027	ar	2009	144604.0	465	2106	1717	1734
67149144192	ar	2009	1.0600153309E10	4	6		
67249124074	ar	2009	28581.0	47	3	287	307
67249134825	ar	2009	26929.0	119	8	2465	2480
67249146343	ar	2009	1.5500154703E10	7	2	253	263
67349084075	ar	2009	24482.0	31	7	813	820
67349086352	ar	2009	29419.0	292	1-2	67	73
67349094530	ar	2009	16845.0	385	4	601	604
67349099859	ar	2009	12807.0	47	3	214	218
67349109763	re	2009	20540.0	40	6-7	679	686
67349130900	ar	2009	21162.0	44	12	3035	3042
67349136812	ar	2009	22792.0	38	4	419	425
67349149101	ar	2009	25733.0	37	3	217	224
67349157545	ar	2009	14830.0	32	3	298	304
67349164387	ar	2009	23814.0	322	1	259	269
67349186470	ar	2009	16811.0	487	1	36	41
67349222062	ar	2009	25890.0	157	9	2048	2056
67349223883	ar	2009	24585.0	112	4	241	250
67349239827	ar	2009	24554.0	199	1-4	79	93
67349240132	ar	2009	14388.0	109	15	861	863
67349265963	re	2009	18408.0	1793	6	993	1007
67349271153	ar	2009	16318.0	56	4	1228	1235
67349284291	ar	2009	24024.0	58	6	793	802
67449149954	ar	2009	21333.0	615	1-3	66	75
67449155358	ar	2008	4.700152402E9	11	4	409	423
67549145402	ar	2009	17393.0	58	6	3002	3013
67649182912	ar	2009	28567.0	21	12		
67649188785	ar	2008	4.700152756E9	7	3	275	285
67649208081	ar	2009	29072.0	30	2	164	183
67649220061	ar	2008	4.700152756E9	7	3	287	308
67649226427	ar	2008	4.700152756E9	7	4	359	376
67649250004	ar	2009	12957.0	39	4	379	388
67649352542	ar	2009	14120.0	14	2	153	159
67649356837	ar	2008	27072.0	31	1		
67649365457	ar	2008	24350.0	39	2	198	205
67649436002	ar	2009	21116.0	44	7	769	775
67649500197	ar	2009	17620.0	110	2	603	612
67649505432	ar	2009	9.000153111E9	150	2	125	131
67649525425	re	2008	18336.0	53	1	2	7
67649531622	ar	2009	3.20014783E9	24	2	177	210
67649592434	ar	2009	20292.0	9	6 SUPPL.		
67649600361	ar	2009	28454.0	28	2	191	204
67649605062	ar	2009	26844.0	83	4	403	413
67649690473	ar	2009	12738.0	15	3	216	231
67649695997	ar	2009	27433.0	26	11		
67649716274	ar	2009	23633.0	49	3	748	759
67649743796	ar	2009	21121.0	106	26	10598	10602
67649854117	ar	2009	26098.0	20	4	433	445
67649855096	cp	2008	1.770015661E10			86	90
67649859475	cp	2008	1.770015661E10			15	18
67649865981	cp	2008	1.7700156603E10			464	468
67649866280	cp	2008	1.770015661E10			182	186
67649886440	ar	2009	21121.0	106	25	10302	10307
67650074383	ar	2009	28812.0	34	2	75	79
67650091966	ar	2009	19894.0	41	5	992	997
67650093999	ar	2009	19894.0	41	5	1063	1071
67650145722	cp	2009	1.7700156728E10			1	6
67650229892	ar	2009	22903.0	61	3	603	622
67650230542	ar	2009	24034.0	16	3	508	529
67650237633	ar	2009	23053.0	72	6	1178	1183
67650245298	ar	2009	19691.0	13	2	29	59
67650266956	cp	2008	1.7700156762E10				
67650286598	ar	2008	15373.0	16	4	391	408
67650318762	cp	2009	12321.0	19	4	391	412
67650366853	ar	2009	50089.0	374	1-2	106	115
67650400480	ar	2009	27717.0	23	3	129	145
67650473171	ar	2009	1.6900154701E10	12		187	194
67650489421	cp	2009	25674.0	5407 LNCS		309	322
67650506780	ar	2009	19393.0	104	1	69	74
67650561876	cp	2009	26916.0	1111		593	602
67650656558	cp	2009	25674.0	5476 LNAI		1021	1029
67650667695	cp	2009	1.7900156707E10				
67650699573	ar	2009	16689.0	515	6	696	710
67650708825	ar	2009	29317.0	36	3	300	305
67650710769	ar	2009	26991.0	34	15	6045	6064
67650745032	ar	2009	5.700165208E9	42	15		
67650859625	ar	2009	4.600151503E9	8	1	28	34
67650865901	ar	2009	16148.0	11	1	25	36
67650869330	ar	2009	12480.0	33	1	59	65
67650882733	ar	2009	21121.0	106	28	11782	11787
67650912125	ar	2009	28728.0	29	6	2051	2058
67650927974	cp	2009	29964.0	47	6	1543	1548
67650930079	ar	2009	4.600151503E9	8	1	35	42
67651036868	ar	2009	14415.0	52	4	237	250
67651040072	ar	2009	14396.0	50	5	17	21
67651049313	ar	2009	14396.0	50	5	10	15
67651052580	re	2009	12760.0	34	4	181	186
67651114161	ar	2009	13500.0	45	4	1034	1050
67651151067	ar	2009	19165.0	120	2	633	652
67651151101	ar	2009	16746.0	23	1-2	147	155
67651175925	ar	2009	18086.0	79	3	266	288
67651176335	ar	2009	15552.0	33	5-6	388	397
67651177565	ar	2009	18004.0	41	2	146	154
67651238398	ar	2009	1.7900156741E10	6	1	120	137
67749135485	ar	2008	16885.0	7	4	327	341
67749147222	ar	2008	16885.0	7	4	343	366
67849083443	ar	2009	22680.0	131	12	4196	4197
67849113968	ar	2008	12387.0	36	3	248	255
67849124139	ar	2009	29849.0	28	4	328	348
67949094202	ar	2009	29576.0	54	5	1753	1764
68049103234	ar	2009	25896.0	74	15	5290	5296
68049113350	ar	2009	17598.0	107	6	1073	1082
68049122056	ar	2009	19889.0	23	3	818	826
68149100030	ar	2009	1.1900154311E10	59	1	19	38
68149131997	ar	2008	4.700152784E9	7	4	485	512
68149141133	ar	2009	130049.0	23	3	165	174
68149144281	ar	2009	26396.0	11	15	3190	3193
68149165960	re	2009	14554.0	86	SPEC. ISS.	585	613
68149170905	ar	2009	25900.0	26	1	17	31
68149181919	ar	2009	25622.0	41	2	87	97
68249089472	ar	2009	28191.0	18	15	2162	2170
68249098324	cp	2009	18197.0	16	3	193	210
68249111318	cp	2009	25674.0	5462 LNBI		388	399
68249133784	ar	2009	19889.0	23	1	141	147
68249141441	ar	2009	5.800179613E9	4	5	304	319
68249142897	ar	2009	1.1200153562E10	3	1		
68249146112	ar	2009	19889.0	23	1	51	57
68249147437	ar	2009	6.500153248E9	4	3	249	264
68349133235	ar	2009	24392.0	40	6	1022	1045
68349137820	ar	2009	29424.0	132	1	1	21
68349139841	cp	2009	1.7700155007E10	35		600	605
68449087756	cp	2009	1.7700155007E10	35		170	175
68449090932	ar	2009	12415.0	16	2	137	162
68649102568	cp	2009	21754.0	1169		46	57
68649116530	ar	2009	4.700152821E9	23	4	539	548
68649117137	ar	2009	26403.0	8	3	757	789
68649124800	cp	2009	21754.0	1169		89	92
68649125056	cp	2009	21754.0	1169		13	14
68749110690	ar	2009	31445.0	122	9	875	878
68849099348	ar	2009	26098.0	20	9	1325	1338
68949089968	ar	2009	29148.0	80	1		
68949136567	ar	2009	24842.0	17	3	300	310
68949177126	ar	2009	27717.0	23	4	222	229
68949196328	ar	2009	27717.0	23	4	230	237
69249087784	cp	2008	1.8800156701E10			83201	832016
69249096685	ar	2009	17121.0	70	8	973	985
69249120203	cp	2009	1.8800156701E10				
69249136614	cp	2009	1.8800156701E10				
69249137824	cp	2009	1.8800156701E10				
69249141375	cp	2009	1.8800156701E10				
69249141890	cp	2008	1.8800156701E10			83211	832120
69249145572	cp	2009	1.8800156701E10				
69249159164	cp	2008	1.8800156701E10			83221	832220
69249166810	cp	2009	144728.0				
69249170989	cp	2009	144728.0				
69249175313	cp	2009	144728.0				
69249176386	cp	2009	144728.0				
69249178317	cp	2009	144728.0				
69249183602	cp	2009	144728.0				
69249203738	ar	2009	23058.0	24	60	167	180
69249213704	ar	2009	28767.0	36	3	317	319
69249222670	ar	2009	1.7700156753E10	14	2	135	151
69349103397	ar	2009	17391.0	57	9	3651	3666
69449097198	ar	2009	14794.0	79	19	2076	2085
69549086660	cp	2009	40067.0	7317			
69549095714	ar	2009	16765.0	183	1	86	94
69649088580	ar	2009	7.10015315E9	4	1	3	20
69649092809	ar	2009	12952.0	39	5	1097	1107
69649100279	ar	2009	21541.0	32	2	278	296
69749088509	ar	2009	13866.0	89	4	568	574
69749094245	ar	2009	144975.0	17	3	263	266
69749096429	re	2009	19239.0	20	2	95	110
69749126979	ar	2009	12162.0	89	5	967	973
69849120459	ar	2008	15373.0	17	2	175	196
69949121371	cp	2008	19542.0				
69949141066	ar	2009	28191.0	18	20	2880	2887
69949147916	ar	2009	17592.0	284	37	25126	25134
69949172510	cp	2008	144684.0			77	80
69949180047	cp	2009	76181.0	12		451	458
69949187900	re	2009	20206.0	34	4	658	676
69949189651	ar	2009	52557.0	6	1		
70049100094	cp	2008	144684.0			1140	1143
70149087316	cp	2009	25674.0	5545 LNCS	PART 2	524	533
70249111231	ar	2008	19470.0	21	3	24	38
70249114120	ar	2009	19470.0	22	3	1	15
70249122784	ar	2009	22109.0	45	1	31	37
70249128725	ar	2009	27717.0	23	5	289	296
70249139490	ar	2009	24927.0	24	3	299	313
70349083820	ar	2009	19210.0	60	11	3195	3202
70349094534	cp	2009	1.9200156915E10	1	PART B	747	753
70349094782	ar	2009	29605.0	212	19	3037	3043
70349107293	cp	2009	1.9200156915E10	1	PART B	741	746
70349113535	ar	2009	26471.0	55	5	445	451
70349126615	ar	2009	29605.0	212	19	3044	3050
70349145449	cp	2008	85768.0			735	743
70349150882	re	2009	15451.0	87	4	394	403
70349189883	ar	2009	144958.0	29	3	244	258
70349202541	cp	2009	12316.0	48	9		
70349217960	ar	2009	17435.0	28	18	2733	2747
70349229502	ar	2009	17387.0	58	3	485	495
70349238623	ar	2009	27562.0	38	5	652	656
70349275636	cp	2009	26010.0				
70349288013	ar	2009	29258.0	37	5	572	595
70349300277	cp	2009	26010.0				
70349301445	ar	2009	28136.0	6	7	1527	1531
70349304391	ar	2009	12964.0	33	2	113	139
70349305575	ar	2009	27862.0	43	1	21	30
70349324495	cp	2009	25674.0	5682 LNCS		135	148
70349336979	ar	2009	38012.0	15	9	963	968
70349337182	cp	2009	27862.0	43	2	21	32
70349337595	cp	2009	25674.0	5682 LNCS		94	103
70349414679	ar	2009	16032.0	41	5	551	575
70349419658	ar	2009	1.2100156621E10	22	2	499	515
70349433738	ar	2009	5.700169004E9	22	4	269	285
70349443726	ar	2008	4.100151711E9	10	3	164	169
70349463058	ar	2009	1.7700156756E10	10	4	253	262
70349469583	ar	2010	15063.0	92	1	164	172
70349488361	ar	2009	1.670015471E10	2	2	182	194
70349501252	ar	2009	27433.0	26	17		
70349505806	ar	2009	15849.0	16	1		
70349506754	re	2009	17401.0	10	4	297	307
70349525225	ar	2009	21140.0	43	21	2455	2467
70349542918	re	2009	12169.0	389		301	306
70349573153	ar	2009	28725.0	34	4	210	215
70349590573	ar	2009	27433.0	26	16		
70349612484	ar	2009	20637.0	28	7	607	621
70349640358	ar	2009	144642.0	24	7	600	623
70349662297	cp	2009	23922.0				
70349669226	cp	2009	1.9300157117E10			395	399
70349677490	cp	2009	18204.0			2374	2382
70349684472	cp	2009	18204.0			2751	2755
70349684505	cp	2009	18204.0			2428	2436
70349687229	cp	2009	23922.0				
70349696674	cp	2009	1.9300157115E10			744	749
70349706065	cp	2009	1.9300157115E10			566	571
70349742566	ar	2009	4.000150314E9	74	5	473	482
70349748508	ar	2009	14398.0	46	24	4163	4168
70349752090	ar	2009	27643.0	32	4	264	271
70349755531	ar	2009	14683.0	24	3	379	387
70349771047	ar	2009	3.200147819E9	5	5	542	555
70349786632	re	2009	24372.0	21	4	211	213
70349789234	ar	2009	26844.0	85	2	319	326
70349796251	ar	2009	22726.0	19	19	1523	1530
70349810585	ar	2009	6.500153131E9	36	143	332	348
70349898278	cp	2009	1.9400157012E10	2		433	441
70349901355	ar	2009	23456.0	195	10	947	954
70349902892	cp	2009	1.9400157002E10			705	711
70349941132	re	2009	1.6200154709E10	48	2	70	87
70350032202	re	2009	15359.0	13	11	470	478
70350033624	ar	2009	17167.0	69	6	1007	1020
70350033727	ar	2009	20369.0	24	7	463	470
70350051465	ar	2009	4.700152855E9	19	3	410	414
70350072518	ar	2009	1.2100154806E10	5	4	39	54
70350096242	cp	2009	26209.0	824		85	90
70350104911	ar	2009	13503.0	12	6	1020	1025
70350115221	ar	2009	1.7700155303E10	1	4	479	494
70350115249	cp	2008	1.9400157143E10				
70350120570	ar	2009	19017.0	15	11	2063	2071
70350120744	ar	2009	23454.0	107	4	1235	1240
70350124046	cp	2008	1.9400157143E10				
70350127775	ar	2009	30073.0	43	6	1033	1039
70350128431	ar	2009	20385.0	46	4	524	552
70350129612	cp	2008	1.9400157143E10				
70350131903	cp	2008	1.9400157143E10				
70350134056	cp	2008	1.9400157143E10				
70350142137	ar	2009	25507.0	33	3	245	259
70350143121	cp	2009	1.9400157149E10	342		5914	5923
70350152761	ar	2009	145404.0	6	1	33	41
70350170145	ar	2009	22173.0	183	1	175	184
70350179785	ar	2009	4.000151818E9	14	3	273	291
70350180445	cp	2009	1.9400157149E10	342		6553	6562
70350181838	cp	2009	1.9400157149E10	342		5896	5905
70350225847	cp	2009	26104.0			526	533
70350233209	ar	2009	17393.0	58	8	4388	4397
70350238335	ar	2009	145613.0	37	5	433	442
70350241811	ar	2009	19894.0	41	11	2003	2008
70350295839	ar	2009	26048.0	55	3	1453	1461
70350338794	ar	2009	1.2400154704E10	35	1	43	47
70350359489	cp	2009	40067.0	7443			
70350379421	ar	2009	12066.0	10	9	644	652
70350393226	ar	2009	22324.0	20	1	134	153
70350433252	ar	2009	16688.0	21	12	2420	2433
70350446723	ar	2009	20635.0	35	5	1268	1290
70350448604	ar	2009	21995.0	27	4	512	522
70350450415	ar	2009	27069.0	62	11	1635	1666
70350456113	cp	2009	1.9400157149E10	342		6258	6267
70350464928	ar	2009	23086.0	331	2	733	739
70350482274	cp	2009	4.000148004E9	1		239	246
70350490785	ar	2009	29185.0	88	2	69	92
70350493686	cp	2009	1.9400157237E10			356	360
70350547826	ar	2009	144975.0	17	4	350	354
70350573953	ar	2009	24585.0	112	6	442	450
70350575242	ar	2009	29120.0	238	23-24	2331	2346
70350587017	cp	2009	1.9400157277E10	24		247	252
70350596128	ar	2009	144699.0	23	8	2022	2029
70350596510	cp	2009	1.9400157277E10	24		141	142
70350605799	cp	2009	1.9400157277E10	24		333	338
70350650527	re	2009	23584.0	17	2	165	180
70350666263	cp	2009	1.1600154611E10				
70350769600	ar	2008	1.2700154701E10	12	2	171	182
70350779979	ar	2009	4.700152722E9	26	3	207	216
70449083489	ar	2009	23373.0	52	3	297	313
70449085009	ar	2009	12737.0	16	6	721	744
70449097822	cp	2009	145205.0				
70449106316	ar	2009	3.300147704E9	30	4	315	332
70449109036	ar	2009	1.2400154704E10	35	3	367	377
70449109742	ar	2009	4.000151001E9	20	1-2	18	34
70449120138	ar	2009	15757.0	21	1	41	50
70449125871	ar	2009	6.500153248E9	4	4	375	384
70449127861	cp	2009	145205.0				
70449341678	ar	2009	29285.0	31	2	107	117
70449341708	cp	2009	1.9400158342E10			171	174
70449350596	cp	2009	1.9400158342E10			29	34
70449350598	cp	2009	1.9400158342E10			35	40
70449353754	ar	2009	28673.0	35	7	634	652
70449366056	ar	2009	21744.0	75	13	1427	1430
70449371428	ar	2009	19889.0	23	7	1915	1920
70449387048	cp	2009	1.9400158342E10			23	28
70449387097	cp	2009	1.9400158342E10			272	277
70449389388	ar	2009	29004.0	24	10	2193	2200
70449419867	ar	2009	29285.0	31	2	119	127
70449444589	cp	2009	1.9700182249E10			81	86
70449453686	cp	2008	24282.0				
70449463046	ar	2009	12350.0	20	10	18	19
70449476111	cp	2009	33201.0				
70449476624	cp	2009	33201.0				
70449488336	cp	2009	1.9400158372E10			592	597
70449505227	cp	2009	33201.0				
70449519058	ar	2009	21363.0	22	1-2	82	92
70449523573	ar	2010	19723.0	9	1	1	12
70449533672	ar	2009	22792.0	38	8	865	871
70449534916	re	2009	26643.0	24	11	1248	1250
70449556569	cp	2009	1.9400158447E10				
70449556896	cp	2009	1.9400158453E10			1030	1033
70449567229	ar	2009	1.6900154701E10	13		19	27
70449567660	cp	2009	1.9400158453E10			1394	1397
70449567911	ar	2009	22726.0	19	16	1345	1354
70449570748	ar	2009	1.1200153529E10	11	4	290	311
70449579161	ar	2008	4.700152796E9	18	4	449	455
70449585559	cp	2009	1.9400158453E10			698	701
70449591690	ar	2009	28567.0	21	43		
70449591702	cp	2009	1.9400158443E10				
70449622879	ar	2009	28747.0	9		358	
70449629213	ar	2010	20650.0	47	1	55	84
70449672475	ar	2009	20594.0	76	18	2758	2765
70449719622	ar	2009	110157.0	80	8		
70449723968	ar	2008	14386.0	13	6 Suppl 10	9	10
70450058072	cp	2009	1.9400158547E10				
70450179460	cp	2009	26916.0	1168		918	921
70450190457	cp	2009	1.9400158597E10			3	9
70450194687	cp	2009	89124.0			95	104
70450202375	cp	2009	89124.0			105	114
70450218142	ar	2009	14730.0	41	2	257	276
70450233897	cp	2009	1.9400158647E10			64	69
70749116607	cp	2009	1.9400158807E10	2		715	720
70849105608	ar	2009	4.700152758E9	50	4	307	308
70849124353	ar	2009	29908.0	90	4	399	406
70849134303	ar	2008	4.700152758E9	48	2	3	7
70949104318	ar	2009	25392.0	15	32	4009	4015
70949106673	re	2008	4.700152758E9	49	1	21	34
71049128312	ar	2009	145675.0	7	5	458	475
71049140923	ar	2008	1.1000153782E10	48	4	371	377
71049153248	cp	2009	17317.0			398	403
71049164309	ar	2008	15373.0	17	3	279	295
71049177795	ar	2009	28078.0	48	12	3586	3595
71049185621	ar	2008	1.1000153782E10	48	4	379	396
71149116959	ar	2010	12145.0	83	1	7	14
71249101907	cp	2009	1.9400158906E10				
71449108239	ar	2009	20621.0	49	6	813	822
71449108426	ar	2009	18769.0	17	1	7	10
71449113945	re	2009	1.6400154733E10	14	1	129	147
71549124963	ar	2009	16829.0	1790	12	1665	1672
71649094891	cp	2009	1.9500157007E10			441	446
71749095355	ar	2009	5.400152646E9	3	6	335	339
71749099610	ar	2009	70451.0	61	3	190	201
71749101234	ar	2009	24437.0	68	12	1513	1542
71749105322	ar	2009	70451.0	61	3	165	168
71749111977	cp	2009	5.700191221E9	108		281	291
71949123776	ar	2009	29605.0	212	24	4010	4018
72049102369	ar	2009	110157.0	80	10		
72049119338	ar	2010	13030.0	329	8	1154	1164
72249118242	cp	2009	58932.0			713	714
72349084794	cp	2009	76112.0			509	512
72349085861	cp	2009	1.9500157102E10			175	180
72449132737	ar	2010	1.2100156754E10	13	1	50	64
72449136687	ar	2010	24392.0	41	1	123	141
72449164484	ar	2008	5.400152654E9	4	3-4	57	69
72449176887	ar	2009	24456.0	80	6	1811	1823
72449178610	ar	2010	18012.0	68	1	31	36
72449189173	ar	2009	19871.0	44	6	617	623
72449198090	ar	2009	24582.0	59	4	449	456
72549107313	ar	2009	14248.0	54	3	811	830
72649102342	ar	2010	14346.0	1311		64	72
72749098486	ar	2008	19957.0	43	45	30	32
72749121079	cp	2009	1.9500157317E10				
72849110677	re	2008	86049.0	35	2	223	250
72849129268	cp	2009	1.9500157411E10			36	41
72949095138	ar	2009	19618.0	75	23	7310	7318
72949112960	ar	2009	14698.0	13	4	327	334
72949116140	ar	2008	5.300152518E9	6		335	346
72949118881	ar	2010	12952.0	40	1	185	197
72949119730	ar	2009	130055.0	9	4	399	412
73049118515	ar	2009	17277.0	34	4	526	538
73149083218	ar	2010	29254.0	11	1	67	84
73249115766	ar	2009	1.1600154161E10	4	4	299	306
73249129955	ar	2009	21121.0	106	44	18686	18691
73249138479	ar	2010	16525.0	36	2	126	138
73349090229	ar	2010	12066.0	11	1	33	41
73349104666	ar	2009	21121.0	106	46	19611	19616
73349125443	cp	2009	1.8300156728E10	2	4	277	288
73349133323	ar	2009	25229.0	35	6	417	420
73449093549	ar	2009	1.7500155126E10	71	7	1563	1575
73449093833	ar	2010	25896.0	75	1	2	10
73449111231	ar	2009	5.70016413E9	7	4	410	434
73449147291	ar	2009	110157.0	80	12		
73549125238	ar	2009	29655.0	30	7	726	755
73649104760	cp	2009	4.900153216E9			176	180
73649115656	ar	2010	20186.0	50	1	120	127
73649127205	ar	2010	20435.0	58	3	650	659
73649131616	ar	2010	23646.0	19	1	13	19
73649136787	cp	2009	4.900153216E9			181	185
73749084151	ar	2010	12807.0	48	4	414	418
73849084548	re	2010	27825.0	105	1	34	41
73849089647	ar	2010	27123.0	24	1	69	71
73849123482	ar	2010	17495.0	49	4	3161	3174
73849138269	cp	2009	4.900153216E9			165	170
73949112788	ar	2009	12415.0	16	5	413	433
74049086134	re	2009	20657.0	10	4	612	650
74049128824	ar	2009	14876.0	28	2	124	134
74049143412	ar	2010	27122.0	23	1	52	56
74049162343	ar	2010	27122.0	23	1	2	10
74149091307	ar	2010	13681.0	33	4	409	419
